id,university_name,program_name,country_id,location,campus,level_of_study,degree_15yr_accepted,portal_or_direct,duration_in_months,duration_in_years,pace_of_study,teaching_form,language_of_study,private_or_public,currency,application_fee,admission_fee,initial_deposit,scholarship,Scholarship_Criteria,concentration,tuition_fee_per_semester,tuition_fee_per_year,tuition_fee_per_course,credits,per_credit_rate,gre_score,gmat_score,sat_score,act_score,ielts,ielts_nblt,toefl,toefl_nblt,duolingo,duolingo_nblt,pte,pte_nblt,backlogs,moi_accepted,wes_required,aps_required,inter_english_first_year,inter_english_second_year,intakes,deadlines,gap_accepted,without_maths,stateboard_accepted,entry_requirement_out_of4,entry_requirement_out_of5,entry_requirement_out_of10,entry_requirement_out_of100,english_requirement_icse,english_requirement_cbse,english_requirement_ib,english_requirement_others,age_gap_upto,noticeable_academic_gap,data,created_at,updated_at
,University of Dayton,BS Accounting,2,Massachussetts,,Masters,BS Accounting,Shorelight,24months,2 years,NA,On Campus,English,Private,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Africana Studies,2,Massachussetts,,Bachelor,Africana Studies,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,American Studies,2,Massachussetts,,Bachelor,American Studies,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Anthropology,2,Massachussetts,,Bachelor,Anthropology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Art,2,Massachussetts,,Bachelor,Art,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Arts & Humanities,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Asian Studies,2,Massachussetts,,Bachelor,Asian Studies,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Biochemistry,2,Massachussetts,,Bachelor,Biochemistry,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Science,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Biology,2,Massachussetts,,Bachelor,Biology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Science,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Chemistry,2,Massachussetts,,Bachelor,BS Chemistry,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Science,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Classical Languages,2,Massachussetts,,Bachelor,Classical Languages,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Arts & Humanities,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Classical Studies,2,Massachussetts,,Bachelor,Classical Studies,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Communication,2,Massachussetts,,Bachelor,Communication,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Community Development,2,Massachussetts,,Bachelor,Community Development,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Computer Engineering,2,Massachussetts,,Bachelor,Computer Engineering,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Engineering,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,MS Computer Science,2,Massachussetts,,Bachelor,MS Computer Science,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Computer Science & IT,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Criminology and Criminal Justice,2,Massachussetts,,Bachelor,Criminology and Criminal Justice,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Social Sciences,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Early Education and Care in Inclusive Settings,2,Massachussetts,,Bachelor,Early Education and Care in Inclusive Settings,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Education,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Economics,2,Massachussetts,,Bachelor,Economics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Electrical Engineering,2,Massachussetts,,Bachelor,Electrical Engineering,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Engineering,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Engineering Physics,2,Massachussetts,,Bachelor,Engineering Physics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Engineering,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,English,2,Massachussetts,,Bachelor,English,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Entrepreneurship,2,Massachussetts,,Bachelor,BS Entrepreneurship,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Environmental Science,2,Massachussetts,,Bachelor,BS Environmental Science,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Science,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Environmental Studies and Sustainability,2,Massachussetts,,Bachelor,Environmental Studies and Sustainability,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Agriculture & Environment,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Exercise and Health Sciences,2,Massachussetts,,Bachelor,Exercise and Health Sciences,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Health & Medicine,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Finance,2,Massachussetts,,Bachelor,BS Finance,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,French,2,Massachussetts,,Bachelor,French,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,History,2,Massachussetts,,Bachelor,History,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Arts & Humanities,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Human Services,2,Massachussetts,,Bachelor,Human Services,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Information Systems and Business Analytics,2,Massachussetts,,Bachelor,BS Information Systems and Business Analytics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Information Technology,2,Massachussetts,,Bachelor,BS Information Technology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Computer Science & IT,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,International Relations,2,Massachussetts,,Bachelor,International Relations,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Social Sciences,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Italian,2,Massachussetts,,Bachelor,Italian,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Marketing,2,Massachussetts,,Bachelor,Marketing,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Mathematics,2,Massachussetts,,Bachelor,BS Mathematics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Science,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Music,2,Massachussetts,,Bachelor,Music,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Arts & Humanities,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Philosophy,2,Massachussetts,,Bachelor,Philosophy,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Arts & Humanities,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Physics,2,Massachussetts,,Bachelor,BS Physics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Science,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Political Science,2,Massachussetts,,Bachelor,Political Science,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Science,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Psychology,2,Massachussetts,,Bachelor,BS Psychology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Social Sciences,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Sociology,2,Massachussetts,,Bachelor,Sociology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Social Sciences,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Sport Business,2,Massachussetts,,Bachelor,Sport Business,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Sport Leadership and Administration,2,Massachussetts,,Bachelor,Sport Leadership and Administration,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Other,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Theatre Arts,2,Massachussetts,,Bachelor,Theatre Arts,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Arts & Humanities,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Urban Public Health,2,Massachussetts,,Bachelor,BS Urban Public Health,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Health & Medicine,17850,35700,#VALUE!,,,2.85,NA,,,,6,NA,79,NA,105,NA,50,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Accounting with Data Analytics,2,Massachussetts,,Bachelor,Accounting with Data Analytics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500, ,,Business & Management,18500,37000,#VALUE!,,,NA,NA,,,,6.5,NA,,79,,110,,61,15,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Business Analytics: Big Data Analytics,2,Massachussetts,,Master,Business Analytics: Big Data Analytics,Shorelight,24months,2 years,Yes,On Campus,English,Public,$,0,,500, ,,Business & Management,18500,37000,#VALUE!,,,3,NA,,,,6.5,NA,,79,,110,,61,15,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Business Analytics: Supply Chain,2,Massachussetts,,Master,Business Analytics: Supply Chain,Shorelight,24months,2 years,Yes,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,3,NA,,,,6,NA,,79,,100,,50,15,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Computer Science,2,Massachussetts,,Master,Computer Science,Shorelight,24months,2 years,Yes,On Campus,English,Public,$,0,,500, ,,Computer Science & IT,17850,35700,#VALUE!,,,3,NA,,,,6,NA,,79,,100,,50,15,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Finance,2,Massachussetts,,Master,Finance,Shorelight,24months,2 years,Yes,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,3,NA,,,,6,NA,,79,,100,,50,15,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,Information Technology,2,Massachussetts,,Master,Information Technology,Shorelight,24months,2 years,Yes,On Campus,English,Public,$,0,,500, ,,Computer Science & IT,17850,35700,#VALUE!,,,3,NA,,,,6,NA,,79,,100,,50,15,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,MBA,2,Massachussetts,,Master,MBA,Shorelight,24months,2 years,Yes,On Campus,English,Public,$,0,,500, ,,Business & Management,17850,35700,#VALUE!,,,3,NA,,,,6,NA,,79,,100,,50,15,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Massachusetts - Boston,BS Agricultural Science-Animal Science,2,Reno,,Master,BS Agricultural Science-Animal Science,Shorelight,24months,2 years,Yes,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BA Anthropology,2,Reno,,Bachelor,BA Anthropology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,Applied Music,2,Reno,,Bachelor,Applied Music,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Arts & Humanities,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,Art,2,Reno,,Bachelor,Art,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Arts & Humanities,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Atmospheric Science,2,Reno,,Bachelor,BS Atmospheric Science,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Biochem and Molecular Biology,2,Reno,,Bachelor,BS Biochem and Molecular Biology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Biology,2,Reno,,Bachelor,BS Biology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Biotechnology,2,Reno,,Bachelor,BS Biotechnology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Chemistry,2,Reno,,Bachelor,BS Chemistry,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BA Communication Studies,2,Reno,,Bachelor,BA Communication Studies,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Computational Linguistics,2,Reno,,Bachelor,BS Computational Linguistics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BA Criminal Justice-General,2,Reno,,Bachelor,BA Criminal Justice-General,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BA Dance,2,Reno,,Bachelor,BA Dance,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BA English,2,Reno,,Bachelor,BA English,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Environmental Science,2,Reno,,Bachelor,BS Environmental Science,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Forest Ecology and Management,2,Reno,,Bachelor,BS Forest Ecology and Management,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Business & Management,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BA French,2,Reno,,Bachelor,BA French,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,"BA Gender, Race and Identity",2,Reno,,Bachelor,"BA Gender, Race and Identity",Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Geography,2,Reno,,Bachelor,BS Geography,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Geological Engineering,2,Reno,,Bachelor,BS Geological Engineering,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Engineering,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Geology,2,Reno,,Bachelor,BS Geology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Geophysics,2,Reno,,Bachelor,BS Geophysics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BA History,2,Reno,,Bachelor,BA History,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Arts & Humanities,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Human Develeopemnt and Family Sciences,2,Reno,,Bachelor,BS Human Develeopemnt and Family Sciences,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Hydrogeology,2,Reno,,Bachelor,BS Hydrogeology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BA International Affairs,2,Reno,,Bachelor,BA International Affairs,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Kinseology,2,Reno,,Bachelor,BS Kinseology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Other,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Mathematics,2,Reno,,Bachelor,BS Mathematics,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Metallurgical Engineering,2,Reno,,Bachelor,BS Metallurgical Engineering,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Engineering,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
,University of Nevada,BS Microbiology and Immunology,2,Reno,,Bachelor,BS Microbiology and Immunology,Shorelight,48months,4years,NA,On Campus,English,Public,$,0,,500,"Upto $8,500/Year ",,Science,12652,25304,#VALUE!,,,3,NA,,,,6.5,NA,79,NA,105,NA,59,NA,NA,No,No,,,Spring,,,,Fall,,,,,,,,,,,,,
